USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,area,summary,m_price,minimum_ni,m_monrevie,m_hostlist,m_avaliabl,geometry,density,Unnamed: 0,london_imd_rank,london_imd_decile,imd,income,employment,edu_ski_tra,health_depri,crime,hous_serv,living_env
1582,1582,0,60.3,774,2,260623.4326,6,56.66666667,2.166666667,0.4825,1.166666667,0.178082192,"POLYGON ((-0.0801780179000745 51.415453705395535, -0.0767229281022273 51.414378799468274, -0.0766179675227668 51.41438755337432, -0.0750732740234966 51.41364530950729, -0.0744614419347529 51.41323875112172, -0.0729557763039311 51.41270036455688, -0.0733701964009918 51.41140252316117, -0.073131099441766 51.40897959360282, -0.0730106951051208 51.40880223755918, -0.0742739821812409 51.40973594573102, -0.0749389933100914 51.41066098240637, -0.076955857305879 51.41062046410403, -0.0772771785316488 51.41105191057126, -0.0775391822046842 51.41068920711457, -0.0786303296217768 51.41103897861133, -0.0789496276724931 51.41072495377603, -0.0797111126566347 51.411061648745836, -0.0809678821981451 51.41057013671347, -0.0808875804604311 51.40990678683124, -0.081377379466561 51.40999745007839, -0.0813252095373262 51.410565592087636, -0.0820839815586509 51.41112312417845, -0.0826999476565048 51.41112348241781, -0.0830611916747451 51.41224276191275, -0.0819274789871834 51.41214439223068, -0.0815240444585602 51.41256541889697, -0.0803859536073652 51.41203898135192, -0.0793343703781944 51.41258858004101, -0.0797734647965564 51.41245400556427, -0.0802957560098799 51.41284925822589, -0.0798998693542902 51.413343954431475, -0.080130634124802 51.41367147286267, -0.081225560116078 51.41292923336052, -0.0814826462218165 51.413365362394345, -0.082566975301493 51.413584042028404, -0.0830872113878145 51.41325543408932, -0.0831751759396426 51.41375330648596, -0.0838285554247845 51.413965806019476, -0.0834950048858044 51.4143688185268, -0.0826657305006842 51.4142676199649, -0.0820888243985422 51.414652087603585, -0.0804620156535029 51.41431712842742, -0.0801546581762928 51.414592585330396, -0.0813203391854145 51.415131625421566, -0.0801780179000745 51.415453705395535))",2.30E-05,1119,2686,6,18.603,0.12,0.075,7.281,-0.422,0.612,33.365,23.47
1602,1602,0,86.9,694,2.3,182760.9144,3,52.33333333,27,0.09,1,0.534246575,"POLYGON ((-0.083012504025891 51.405440306205406, -0.0822015230058431 51.404917760721816, -0.0814542012943293 51.405159131507865, -0.0808999360048537 51.40490678441572, -0.0814252084686655 51.40461376069988, -0.0804894155337294 51.40395082441695, -0.0798564967130035 51.40341594523015, -0.0803926907472234 51.403242969166, -0.079854437421893 51.40286784067086, -0.0792969105996169 51.40232667568946, -0.0797438062219984 51.402048453803154, -0.0795494186144756 51.40173050460449, -0.0809768825945766 51.40093821411345, -0.0821629224184595 51.401263735280665, -0.0832988353747843 51.4007717589056, -0.0828543655412566 51.40039938304705, -0.083055573025187 51.4000711938568, -0.0839246317830881 51.39988581422427, -0.0845287985894155 51.40039071457497, -0.0855221419689011 51.39960938335194, -0.0857687396276705 51.399784309840726, -0.0855528811883834 51.40000354216335, -0.0840304554404042 51.40163655798287, -0.0860732136163491 51.40216169885473, -0.0874417940445795 51.403225805863464, -0.0854036481717554 51.40407487050102, -0.0846443743887896 51.40450118137488, -0.0834615832100195 51.40518192589591, -0.083012504025891 51.405440306205406))",1.64E-05,1120,2531,6,19.585,0.111,0.076,13.492,-0.565,0.428,30.752,37.035
1613,1573,40,46,773,2,353783.781,6,44.16666667,4.5,1.086666667,1.666666667,0.370319635,"POLYGON ((-0.0772771785279557 51.41105191056833, -0.0769558573083397 51.41062046410574, -0.0749389933142042 51.410660982407016, -0.0742739821817569 51.40973594573068, -0.0730106951062606 51.40880223756025, -0.0728415741573853 51.408553082629446, -0.0739637307503299 51.40794663590522, -0.0741789032022261 51.40831440472326, -0.0761240484265793 51.40782394969897, -0.0813187671093754 51.40541623722882, -0.0814542012941635 51.405159131506146, -0.0822015230039207 51.404917760723194, -0.0830125040244997 51.40544030620596, -0.0845273929358333 51.40636412548299, -0.0856776472576936 51.40744955683853, -0.0866140999570701 51.40866642133517, -0.0868388942684982 51.40966222143636, -0.0848816056144445 51.40973634695893, -0.0840056099363744 51.40936677059928, -0.0826466226866738 51.40887458394792, -0.0823883818207156 51.410578974507224, -0.0813252095403124 51.41056559208864, -0.0813773794676772 51.409997450077356, -0.0808875804623428 51.40990678683209, -0.0809678822008124 51.41057013671193, -0.0797111126534452 51.4110616487422, -0.0789496276713322 51.410724953774206, -0.0786303296174784 51.41103897861285, -0.0775391821993841 51.41068920711521, -0.0772771785279557 51.41105191056833))",1.70E-05,1121,2245,5,21.715,0.136,0.076,15.639,-0.026,0.352,34.788,29.5
1246,1246,0,81.5,568,2.2,153392.0401,3,52.66666667,2,0.3,1.666666667,0.38630137,"POLYGON ((-0.0699024627105906 51.40599146642864, -0.0708016786473 51.40427563976984, -0.0714931500162829 51.40450537432906, -0.0719919586655856 51.40376435259493, -0.0725627058523515 51.40389815638169, -0.072636320460589 51.403800339196096, -0.0727731864269009 51.403622735546136, -0.0721884148613821 51.40348196647936, -0.0725118743778309 51.40288066444109, -0.0718115953785434 51.40246188033883, -0.0721980755361695 51.40176772289044, -0.0731934316030491 51.40172592004705, -0.0733338425520243 51.40225606649785, -0.0739198956011691 51.40233764283149, -0.0750151223877981 51.403546709628834, -0.0750573486584329 51.40359226804148, -0.07719410533411 51.40517016902002, -0.0759194425558432 51.40564729987865, -0.0748973848432126 51.40608430488149, -0.0715704473226608 51.40739602085801, -0.0713039118645636 51.40720864122129, -0.0699024627105906 51.40599146642864))",1.96E-05,1122,1474,4,27.47,0.187,0.128,14.02,-0.121,0.327,39.874,25.026
1526,1526,0,49.2,620,2.5,313690.5472,8,49.125,1.375,0.8725,1.25,0.532534247,"POLYGON ((-0.0728415741542557 51.40855308263063, -0.071570447318863 51.40739602085922, -0.0748973848456066 51.40608430488325, -0.0759194425566522 51.40564729988034, -0.0771941053366757 51.405170169021424, -0.0750573486554476 51.403592268042466, -0.0750151223889724 51.403546709628856, -0.0739198956042706 51.402337642832364, -0.0733338425504607 51.40225606649692, -0.0731934316054085 51.4017259200493, -0.0721980755371276 51.401767722891776, -0.072706058218648 51.40085533945192, -0.0727421250399261 51.40083321699471, -0.0734621938087409 51.400334198434656, -0.0746395963250699 51.40080489593599, -0.0744410402683967 51.39965231632842, -0.0750188418295032 51.39968725033185, -0.0769824503592211 51.40074450199057, -0.0781344729653868 51.40081274538571, -0.0786718711701534 51.401448891150615, -0.0795494186107451 51.40173050460261, -0.0797438062236214 51.402048453800965, -0.0792969105968986 51.40232667569039, -0.0798544374255153 51.40286784067121, -0.0803926907455463 51.403242969168396, -0.0798564967135524 51.40341594522889, -0.0804894155381368 51.40395082441868, -0.0814252084682481 51.40461376069953, -0.0808999360047882 51.40490678441614, -0.0814542012976474 51.40515913150682, -0.081318767110607 51.40541623722948, -0.0761240484269987 51.407823949700244, -0.0741789032018898 51.40831440472317, -0.0739637307511499 51.407946635903606, -0.0728415741542557 51.40855308263063))",2.55E-05,1123,2280,5,21.44,0.113,0.081,10.026,0.001,1.033,27.376,30.594
1615,1615,0,122.5,607,2.7,132367.4095,5,32.2,4,0.765,1.4,0.688767123,"POLYGON ((-0.0908660364903325 51.40791405103342, -0.0925078408770394 51.40693312718942, -0.0918276977637738 51.40653809236426, -0.0924172987869356 51.40630015834753, -0.0942322809300092 51.40561425664286, -0.0934969475929116 51.40556243984615, -0.0937765739581585 51.405038649215506, -0.0933725348712729 51.40475107177954, -0.0937671173325933 51.40450746687571, -0.0934862594783598 51.40383160987016, -0.0958494820708504 51.402431974778466, -0.0965530975054309 51.40335078855134, -0.0958805371469364 51.403858795103325, -0.0967972314548443 51.40470858801653, -0.0970726979578218 51.40509098009231, -0.0979868139640304 51.40512281698224, -0.0975367879028787 51.40590419886205, -0.0942129721068704 51.407412888681286, -0.0941671812306538 51.407365031187574, -0.0932010233132933 51.407657889899426, -0.0934875946236236 51.407965894493, -0.0913967155280735 51.408623101452775, -0.0903010697699819 51.408460433040695, -0.0897633957772506 51.40803145836785, -0.0908660364903325 51.40791405103342))",3.78E-05,1127,2501,6,19.749,0.127,0.091,12.6,-0.491,0.169,27.468,35.757
1613,1605,8,113.4,673,2.4,142093.1091,6,28.83333333,4.666666667,1.296,2.5,0.188584475,"POLYGON ((-0.0932010233113554 51.40765788989995, -0.0941671812322857 51.407365031188554, -0.0942129721059685 51.407412888683076, -0.0975367879049773 51.4059041988637, -0.0979868139653478 51.405122816983614, -0.0982925725575776 51.40534891896514, -0.0986565246784795 51.405179107354016, -0.099008820150057 51.405414784354036, -0.099736547388812 51.405373035983175, -0.1004281965633698 51.40570813992024, -0.1009158511643803 51.406195013056156, -0.100601468426377 51.406484033005206, -0.0998925195750678 51.40612786756588, -0.0989791508416555 51.406209941380936, -0.0989860493039472 51.40675884189272, -0.0980964217321934 51.407481259640974, -0.0993623362630886 51.40791704529026, -0.0985205459521326 51.4081833230321, -0.0987562865065788 51.40839001425719, -0.0967866099200115 51.409241502371415, -0.0956023334064104 51.40988740791168, -0.0947702210534513 51.410386097702094, -0.0944156063874676 51.41003116326099, -0.0948843168597718 51.40976843641887, -0.0920688642627649 51.4088868137491, -0.091396715526006 51.40862310145165, -0.0934875946255051 51.40796589449283, -0.0932010233113554 51.40765788989995))",4.22E-05,1129,2042,5,23.162,0.156,0.084,11.819,0.202,0.191,28.647,39.932
1572,1572,0,114.7,619,2.5,140870.3577,9,45.77777778,1.111111111,0.838333333,1.888888889,0.460273973,"POLYGON ((-0.0856776472610336 51.40744955683813, -0.0861481288680932 51.40728617322574, -0.0858303986201786 51.40668024323925, -0.0861775817350524 51.40631353447577, -0.0875398373780324 51.40578875676568, -0.0876086441656771 51.404858414142325, -0.0881734267812815 51.40463053693906, -0.089416916565904 51.40637089919085, -0.0908606377467597 51.40607591607141, -0.0915892712834179 51.403704104345515, -0.091338224905171 51.40327241198194, -0.0919065020434494 51.40328055167708, -0.0926310240061497 51.40414384000295, -0.0932010180077682 51.40409437600151, -0.0933725348740484 51.4047510717804, -0.0937765739578461 51.40503864921708, -0.0934969475939933 51.40556243984601, -0.0942322809282606 51.40561425664447, -0.0924172987865678 51.406300158345424, -0.0918276977648077 51.40653809236239, -0.0925078408757598 51.406933127189404, -0.0908660364924269 51.40791405103161, -0.0897633957765049 51.408031458368875, -0.0894181598652091 51.40744459531239, -0.0890396125477798 51.407571766800444, -0.0870069711079319 51.4085075403385, -0.0866140999559412 51.40866642133551, -0.0856776472610336 51.40744955683813))",6.39E-05,1130,3067,7,16.06,0.101,0.07,11.183,-0.345,0.121,29.932,24.018
1655,1652,3,59.6,620,2.7,273890.5507,6,36,2.333333333,0.42,1.5,0.243835616,"POLYGON ((-0.0834615832131318 51.4051819258964, -0.0846443743892909 51.40450118137463, -0.0854036481681093 51.40407487050053, -0.0874417940474858 51.4032258058637, -0.0860732136147344 51.40216169885642, -0.0840304554418802 51.401636557982734, -0.0855528811878773 51.400003542163496, -0.0859486391195578 51.400186354719914, -0.0857296604515216 51.400672080759755, -0.0866630122489199 51.40105234825926, -0.0872989383586294 51.40060720378631, -0.0874210544671804 51.39987312462361, -0.0891003344663986 51.39998014339948, -0.0891489829257781 51.400644194892536, -0.0886685194231776 51.40099857672141, -0.0893407578282356 51.40157689950666, -0.0911390389002551 51.40038022115806, -0.0914394678930673 51.40059431243166, -0.0908703165339584 51.40160056162394, -0.092598518002182 51.401885249502776, -0.0919065020425406 51.40328055167653, -0.0913382249054251 51.403272411983636, -0.0915892712843212 51.403704104346545, -0.0908606377457878 51.40607591607225, -0.0894169165662331 51.40637089919035, -0.0881734267841353 51.4046305369388, -0.0876086441646706 51.40485841414254, -0.0875398373772713 51.405788756768295, -0.086177581737934 51.40631353447479, -0.0858303986201045 51.40668024323725, -0.0861481288726576 51.40728617322376, -0.0856776472585896 51.40744955683678, -0.084527392934783 51.406364125484274, -0.0830125040243438 51.40544030620412, -0.0834615832131318 51.4051819258964))",2.19E-05,1131,2398,5,20.545,0.131,0.077,8.183,-0.527,0.746,34.476,29.108
1619,1617,2,115.7,591,2.7,140284.7712,2,55,1,0.11,1,0.743835616,"POLYGON ((-0.0933725348721598 51.404751071780794, -0.0932010180054657 51.404094376000806, -0.0926310240069948 51.404143840003, -0.0919065020433718 51.40328055167626, -0.0925985179974931 51.40188524950039, -0.090870316532505 51.401600561624775, -0.0914394678942022 51.4005943124314, -0.091139038900938 51.400380221156325, -0.0910173153263614 51.40008838486307, -0.0924938526419518 51.39947818282304, -0.0930212628653886 51.400471892419816, -0.0940658361739876 51.40031150595399, -0.0950117890806792 51.40082351090414, -0.0961668680548931 51.400010025795474, -0.0970619982184933 51.400422025729846, -0.0974654304177669 51.40021910038999, -0.0981429564355254 51.400995351560454, -0.0971265262601292 51.401308981588656, -0.0974071438983581 51.40176811968209, -0.0969170020839733 51.40195411524742, -0.0972804251168575 51.40231717135889, -0.0975387988690886 51.40292482211796, -0.0965530975071316 51.40335078855207, -0.0958494820707812 51.40243197477831, -0.0934862594778454 51.40383160987072, -0.093767117332852 51.404507466875174, -0.0933725348721598 51.404751071780794))",1.43E-05,1134,2108,5,22.665,0.139,0.093,18.453,-0.391,0.551,31.095,32.189
1969,1967,2,111.7,735,2.7,178082.6627,7,54.28571429,2,1.605,2,0.505675147,"POLYGON ((-0.0891003344699728 51.39998014339923, -0.0874210544643095 51.39987312462462, -0.087298938358873 51.400607203784965, -0.0866630122480052 51.401052348260016, -0.0857296604557134 51.400672080758774, -0.0859486391215167 51.400186354719615, -0.0855528811863273 51.400003542162025, -0.0857687396278637 51.399784309840356, -0.0867984668723275 51.39914655562239, -0.0903435035464394 51.3983877452517, -0.0925347053341381 51.39769173363666, -0.0927146085409467 51.3975602838495, -0.0931206281345663 51.397660029580834, -0.0937107758227197 51.39766464997737, -0.094430143419769 51.39701419895954, -0.0948392762297948 51.39703622033808, -0.0959350796521148 51.39764795595335, -0.0952975769126716 51.39829121273432, -0.0957136440976828 51.398411697041524, -0.0955101283278301 51.39863481705949, -0.0966712058079345 51.39871663141127, -0.0964379745164282 51.399034017577286, -0.0967854826808517 51.39938432612352, -0.0961668680582781 51.400010025797826, -0.0950117890824811 51.4008235109035, -0.0940658361718255 51.400311505955464, -0.0930212628655357 51.40047189241882, -0.0924938526390701 51.399478182822186, -0.091017315325675 51.400088384865775, -0.0911390389005004 51.400380221157285, -0.0893407578276056 51.4015768995084, -0.0886685194281947 51.400998576720795, -0.0891489829260547 51.40064419489178, -0.0891003344699728 51.39998014339923))",3.93E-05,1135,1287,3,28.926,0.161,0.099,22.01,-0.431,0.869,36.731,46.246
1718,1638,80,61.8,721,2.3,278895.3283,12,58.33333333,1.916666667,0.883333333,2.416666667,0.382420091,"POLYGON ((-0.0895949270406193 51.418214809916144, -0.0886000250901505 51.4178696798221, -0.0881231349817276 51.41804532502848, -0.0872412462382736 51.41710110771018, -0.0867091583738521 51.41720655749299, -0.0862790643169692 51.416569263561556, -0.0859677624352191 51.41647482822279, -0.0850254570974975 51.416231298543295, -0.0866444570204787 51.41463991004607, -0.0870284702054448 51.41428554467096, -0.0886795141866203 51.41553313518794, -0.0894666527729326 51.41511982407818, -0.0900905584460543 51.41437475971642, -0.0890721186876506 51.41407488731837, -0.0894843840167447 51.41366456345453, -0.0900304841965239 51.41309893027426, -0.0891567493769933 51.412757811078, -0.0882479006376437 51.41219285953526, -0.0906021744931674 51.41150562968211, -0.0916908897346554 51.412845254654755, -0.0925179675723851 51.412917873735175, -0.0921334047602068 51.41379555109595, -0.0933998678848892 51.415160768237364, -0.0953015247410235 51.41333053563137, -0.0971265145158754 51.41390096752204, -0.0976353119181363 51.41421369350534, -0.0975424573281814 51.4146265244631, -0.0964298608795759 51.4145162286117, -0.0945718977024021 51.41566945530352, -0.0938072610250099 51.41538751859019, -0.0936045616345669 51.416007190366024, -0.0943124765730699 51.41656427267147, -0.0932472970324917 51.41773208503458, -0.0921817537791434 51.41753017782529, -0.0919317261730436 51.41816832957779, -0.0915248681919557 51.41804818100638, -0.0910173415723684 51.418631094768905, -0.0895949270406193 51.418214809916144))",4.30E-05,1137,1652,4,26.234,0.174,0.098,16.509,0.558,-0.034,39.414,21.362
